TheoryID,Name,Ascending Intervals,Descending Intervals,Tonic,Tuning,Culture,Country,Region,SocID,,Reference,RefID,Primary_source?,Reduced_scale,Notes
T0137,Mela Vagadheeswari,3;1;1;2;2;1;2,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0138,Mela Shulini,3;1;1;2;2;2;1,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0139,Mela Chalanata,3;1;1;2;3;1;1,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0140,Mela Salagam,1;1;4;1;1;1;3,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0141,Mela Jalarnavam,1;1;4;1;1;2;2,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0142,Mela Jhalavarali,1;1;4;1;1;3;1,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0143,Mela Navaneetam,1;1;4;1;2;1;2,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0144,Mela Pavani,1;1;4;1;2;2;1,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0145,Mela Raghupriya,1;1;4;1;3;1;1,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0146,Mela Gavambhodi,1;2;3;1;1;1;3,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0147,Mela Bhavapriya,1;2;3;1;1;2;2,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0148,Mela Shubhapantuvarali,1;2;3;1;1;3;1,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0149,Mela Shadvidamargini,1;2;3;1;2;1;2,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0150,Mela Suvarnangi,1;2;3;1;2;2;1,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0151,Mela Divyamani,1;2;3;1;3;1;1,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0152,Mela Dhavalambari,1;3;2;1;1;1;3,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0153,Mela Namanarayani,1;3;2;1;1;2;2,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0154,Mela Kamavardani,1;3;2;1;1;3;1,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0155,Mela Ramapriya,1;3;2;1;2;1;2,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0156,Mela Gamanashrama,1;3;2;1;2;2;1,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0157,Mela Vishwambari,1;3;2;1;3;1;1,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0158,Mela Shamalangi,2;1;3;1;1;1;3,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0159,Mela Shanmukhapriya,2;1;3;1;1;2;2,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0160,Mela Simhendramadhyamam,2;1;3;1;1;3;1,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0161,Mela Hemavati,2;1;3;1;2;1;2,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0162,Mela Dharmavati,2;1;3;1;2;2;1,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0163,Mela Neetimati,2;1;3;1;3;1;1,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0164,Mela Kantamani,2;2;2;1;1;1;3,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0165,Mela Rishabhapriya,2;2;2;1;1;2;2,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0166,Mela Latangi,2;2;2;1;1;3;1,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0167,Mela Vachaspati,2;2;2;1;2;1;2,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0168,Mela Mechakalyani,2;2;2;1;2;2;1,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0169,Mela Chitrambari,2;2;2;1;3;1;1,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0170,Mela Sucharitra,3;1;2;1;1;1;3,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0171,Mela Jyoti Swarupini,3;1;2;1;1;2;2,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0172,Mela Dhatuvardani,3;1;2;1;1;3;1,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0173,Mela Nasikabhushani,3;1;2;1;2;1;2,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0174,Mela Kosalam,3;1;2;1;2;2;1,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0175,Mela Rasikapriya,3;1;2;1;3;1;1,N/A,1,Just,Carnatic,India,South Asia,Car9,,"M. J. Hewitt. Musical Scales of the World. Note Tree, 2013",1,N,Y,N/A
T0176,Adonai Malakh,1;1;1;2;2;2;1;2,N/A,1,???,Jewish,Israel,Middle East,Jew10,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0177,Magen Abot 1,1;2;1;2;2;2;1;1,N/A,1,???,Jewish,Israel,Middle East,Jew10,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0178,Magen Abot 2,1;2;1;2;2;1;2;1,N/A,1,???,Jewish,Israel,Middle East,Jew10,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0179,Ahava Rabba,1;2;1;1;1;2;2;2,N/A,1,???,Jewish,Israel,Middle East,Jew10,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0180,Nine-note blues,2;1;1;1;1;1;2;1;2,N/A,1,12-tet,Jazz,Many,Western,Jaz4,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0181,Symmetrical Decatonic,1;1;2;1;1;1;1;2;1;1,N/A,1,12-tet,Western Classical,Many,Western,Wes1,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0182,Mawam Yakah Bayati,4;3;3;4;4;3;3,4;3;3;4;3;3;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0183,Maqam Yakah Nahawand,4;3;3;4;4;3;3,4;3;3;4;4;2;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0184,Maqam Sultani Yakah,4;2;4;4;2;6;2,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0185,Maqam Farahfaza,4;2;4;4;2;4;4,4;2;4;4;2;6;2,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0186,Maqam Shat Arban 1,2;6;2;4;2;6;2,2;6;2;4;2;4;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0187,Maqam Shat Arban 2,3;5;2;4;2;6;2,3;5;2;4;2;4;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0188,Maqam Husayni Ushayran,3;3;4;3;3;4;4,3;3;4;2;6;2;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0189,Maqam Bayati Ushayran,3;3;4;3;3;4;4,3;3;4;4;2;4;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0190,Maqam Shawq Tarab,2;4;4;3;3;2;6,2;4;4;2;4;4;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0191,Maqam Nahaft,3;3;4;4;4;2;4,3;3;4;3;3;4;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0192,Maqam Suzdal,2;6;2;4;2;6;2,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0193,Maqam Ajam Ushayran,4;4;2;4;4;4;2,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0194,Maqam Shawq Afza,4;4;2;4;2;6;2,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0195,Maqam Shawq Awr,4;4;4;2;4;4;2,4;4;2;4;4;2;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0196,Maqam Iraq,3;4;3;3;4;4;3,3;4;3;3;4;4;2;1,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0197,Maqam Awj Ara,3;6;1;5;2;6;1,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0198,Maqam Rahat Al-arwah,3;4;2;6;2;4;3,3;4;2;6;2;4;2;1,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0199,Maqam Farahnak,3;4;4;3;3;4;3,3;4;4;3;3;4;2;1,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0200,Maqam Rast,4;3;3;4;4;3;3,4;3;3;4;4;2;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0201,Maqam Suznak,4;3;3;4;3;5;2,4;3;3;4;4;2;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0202,Maqam Nayruz,4;3;3;4;3;3;4,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0203,Maqam Nahawand,4;2;4;4;2;6;2,4;2;4;4;2;4;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0204,Maqam Nahawand Murassa,4;2;4;2;6;2;4,4;2;4;2;4;6;2,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0205,Maqam Nahawand Kabir,4;2;4;4;2;6;2,4;2;4;4;4;2;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0206,Maqam Nawa'athar,4;2;6;2;2;6;2,4;2;4;4;4;2;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0207,Maqam Nakriz,4;2;6;2;4;2;4,4;2;6;2;4;3;3,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0208,Maqam Zankulah,2;6;2;4;4;2;4,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0209,Maqam Hijaz Kar Kurd,2;6;2;4;2;6;2,2;4;4;4;2;4;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0210,Maqam Athar Kurd,2;4;6;2;2;6;2,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0211,Maqam Hijaz Kar,2;6;2;4;2;6;2,2;6;2;4;2;4;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0212,Maqam Suzdilara 1,4;4;2;4;4;2;4,4;3;3;4;4;2;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0213,Maqam Suzdilara 2,4;4;2;4;4;3;3,4;3;3;4;4;2;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0214,Maqam Basandida,4;2;6;2;4;2;4,4;3;3;4;4;3;3,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0215,Maqam Tarz Nawayn,2;4;4;2;6;2;4,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0216,Maqam Mahur,4;3;3;4;4;4;2,4;3;3;4;4;2;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0217,Maqam Dalanshin,4;3;3;4;4;3;3;2;6;2,4;3;3;4;4;2;4;4;3;3,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,N/A
T0218,Maqam Bayati,3;3;4;4;3;3;4,3;3;4;4;2;4;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0219,Maqam Bayati Shuri,3;3;4;2;6;2;4,3;3;4;4;2;4;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0220,Maqam Bayatayn,3;3;4;3;5;2;4,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0221,Maqam Husayni,3;3;4;4;3;3;4,3;3;4;4;2;4;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0222,Maqam Hijaz,2;6;2;4;3;3;4,2;6;2;4;2;4;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0223,Maqam Hijaz Gharib,3;4;3;4;3;3;4,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0224,Maqam Saba,3;3;2;6;2;4;4,3;3;2;6;2;4;2;2,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0225,Maqam Saba Zamzama,2;4;2;6;2;4;4,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0226,Maqam Saba Busalik,4;2;2;6;2;4;3;1,4;2;2;6;2;4;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0227,Maqam Sabr Jadid,3;3;2;6;2;6;2,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0228,Maqam Kurd,2;4;4;4;2;4;4,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0229,Maqam Ushaq Masri,4;2;4;4;3;3;4,4;2;4;4;2;4;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0230,Maqam Busalik 1,4;2;4;4;2;4;4;4;2;4;4;2;6;2,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,N/A
T0231,Maqam Hisar 1,4;2;6;2;2;6;2,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0232,Maqam Hisar 2,3;3;6;2;2;6;2,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0233,Maqam Shahnaz,2;6;2;4;2;6;2,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0234,Maqam Nishaburk,4;3;3;4;3;3;4,4;3;3;4;2;4;4,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0235,Maqam Lami,2;4;4;2;4;4;4,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0236,Maqam Sikah,3;4;4;3;3;4;3,3;4;4;2;4;4;3,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0237,Maqam Huzam,3;4;2;6;2;4;3,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0238,Maqam Musta'ar,5;2;4;2;4;4;3,3;4;4;2;4;4;3,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0239,Maqam Mayyah,3;4;4;2;4;4;3,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0240,Maqam Jaharkah,4;4;2;4;4;3;3,N/A,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0241,Maqam Sikah Baladi,2;6;2;4;2;6;2,3;4;3;4;3;4;3,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0242,Maqam Awj,3;4;3;3;4;4;3,3;4;2;4;4;4;3,1,24-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0243,Dastgah-e Shur,2;2;3;3;1;3;3,N/A,1,Dastgah-ha,Persian,Iran,Middle East,Per12,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0244,Naghmeh Abu Ata,2;3;3;1;3;3;2,N/A,1,Dastgah-ha,Persian,Iran,Middle East,Per12,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0245,Naghmeh Bayat-e Tork,3;3;1;3;3;2;2,N/A,1,Dastgah-ha,Persian,Iran,Middle East,Per12,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0246,Dastgah-e Mahur,3;3;1;3;3;3;1,N/A,1,Dastgah-ha,Persian,Iran,Middle East,Per12,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0247,Dastgah-e Mahur Delkash,3;3;1;3;2;3;2,N/A,1,Dastgah-ha,Persian,Iran,Middle East,Per12,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0248,Dastgah-e Homayun,2;4;1;3;1;3;3,N/A,1,Dastgah-ha,Persian,Iran,Middle East,Per12,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0249,Bayat-e Esfahan,3;1;3;3;2;4;1,N/A,1,Dastgah-ha,Persian,Iran,Middle East,Per12,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
