TheoryID,Name,Ascending Intervals,Descending Intervals,Tonic,Tuning,Culture,Country,Region,SocID,,Reference,RefID,Primary_source?,Reduced_scale,Notes
T0338,Maqam Shawq Tarab,4;9;9;6;7;4;14,9;9;9;4;9;9;4,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0192,Maqam Suzdal,4;14;4;9;4;14;4,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0193,Maqam Ajam Ushayran,9;9;4;9;9;9;4,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0194,Maqam Shawq Afza,9;9;6;7;4;14;4,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0196,Maqam Iraq,6;9;6;7;9;9;7,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0197,Maqam Awj Ara,6;14;2;11;4;14;2,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0199,Maqam Farahnak,6;9;9;7;6;9;7,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0200,Maqam Rast,9;7;6;9;9;7;6,9;7;6;9;9;4;9,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0201,Maqam Suznak,9;7;6;9;5;13;4,9;4;9;9;6;7;9,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0203,Maqam Nahawand,9;4;9;9;4;9;9,9;4;9;9;4;14;4,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0204,Maqam Nahawand Murassa,9;4;9;4;14;4;9,9;4;9;9;4;14;4,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0205,Maqam Nahawand Kabir,9;4;9;9;9;4;9,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0206,Maqam Nawa'athar,9;4;14;4;4;14;4,9;4;14;4;4;9;9,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0207,Maqam Nakriz,9;4;14;4;9;4;9,9;4;14;4;9;7;6,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0208,Maqam Zankulah,4;14;4;9;9;4;9,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0209,Maqam Hijaz Kar Kurd,4;14;4;9;4;14;4,4;9;9;9;4;9;9,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0211,Maqam Hijaz Kar,4;14;4;9;4;14;4,4;14;4;9;4;9;9,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0212,Maqam Suzdilara 1,9;9;4;9;9;4;9,9;7;6;9;9;4;9,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0214,Maqam Basandida,9;4;14;4;9;4;9,9;7;6;9;9;7;6,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0215,Maqam Tarz Nawayn,4;9;9;4;14;4;9,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0216,Maqam Mahur,9;9;4;9;9;9;4,9;7;6;9;9;4;9,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0217,Maqam Dalanshin,9;7;6;9;9;7;6,9;7;6;9;9;4;9,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0218,Maqam Bayati,6;7;9;9;6;7;9,6;7;9;9;4;9;9,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0219,Maqam Bayati Shuri,6;7;9;4;14;4;9,6;7;9;9;4;9;9,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0221,Maqam Husayni,6;7;8;8;6;7;9,6;7;9;9;4;9;9,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0222,Maqam Hijaz,5;13;4;9;7;6;9,4;13;4;9;4;14;4,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0224,Maqam Saba,6;7;4;14;4;9;9,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0225,Maqam Saba Zamzama,4;9;4;14;4;9;9,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0228,Maqam Kurd,4;9;9;9;4;9;9,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0231,Maqam Hisar 1,6;7;14;4;4;14;4,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0232,Maqam Hisar 2,6;7;14;4;4;14;4,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0233,Maqam Shahnaz,4;14;4;9;4;14;4,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0234,Maqam Nishaburk,9;7;6;9;6;7;9,9;7;6;9;4;9;9,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0236,Maqam Sikah,6;9;9;7;6;9;7,6;9;9;4;9;9;7,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0237,Maqam Huzam,6;9;4;14;4;9;7,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0238,Maqam Musta'ar,11;4;9;4;9;9;7,11;4;9;4;9;9;7,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0239,Maqam Mayyah,6;9;9;4;9;9;7,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0240,Maqam Jaharkah,9;9;4;9;9;7;6,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0242,Maqam Awj,9;9;9;4;9;9;4,9;9;4;9;9;4;9,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0255,Cargah Makam,9;9;4;9;9;9;4,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0256,Buselik Makam 1,9;4;9;9;4;13;5,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0257,Buselik Makam 2,9;4;9;9;4;9;9,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0258,Buselik Makam 3,9;4;9;5;12;5;9,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0260,Rast Makam,9;8;5;9;9;8;5,9;8;5;9;9;4;9,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0261,Ussak Makam,8;5;9;9;4;9;9,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0263,Hicaz Makam 1,5;12;5;9;8;5;9,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0264,Hicaz Makam 2,5;12;5;9;4;9;9,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0266,Humayun Makam 1,5;12;5;9;4;9;9,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0267,Humayun Makam 2,5;12;5;9;8;5;9,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0268,Uzzal Makam 1,5;12;5;9;8;5;9,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0269,Uzzal Makam 3,5;12;5;9;4;9;9,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0270,Uzzal Makam 4,5;12;5;9;5;12;5,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0272,Zirguleli Makam,5;12;5;9;5;12;5,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0274,Neva Makam,8;5;9;9;8;5;9,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0276,Huseyni Makam,8;5;9;9;8;5;9,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0279,Karcigar Makam,8;5;9;5;12;5;9,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0281,Basit Suz-nak Makam,9;8;5;9;5;12;5,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0283,Kurdi Makam,4;9;9;9;4;9;9,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0284,Bayati Makam,8;5;9;9;4;9;9,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0459,Muhayyer Makam,8;5;9;9;8;5;9,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0287,Tahir Makam,8;5;9;9;8;5;9,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0289,Sehnaz Buselik Makam,9;4;9;9;4;13;5,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0291,Irak Makam,5;9;8;5;9;9;8,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0293,Bestenigar Makam,5;9;8;5;5;12;4;9;5,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,N/A
T0294,Nikriz Makam,9;5;12;5;9;8;5,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0296,Nev'eser Makam,9;5;12;5;5;12;5,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0297,Saba Makam,8;5;12;4;9;5;13;5,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,N/A
T0299,Saba Zemzeme Maqam,8;5;5;12;4;9;5;13;5,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,N/A
T0300,Huzzam Makam,5;9;5;13;5;12;4,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0302,Segah Makam,5;9;8;9;5;13;4,N/A,1,53-tet,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0303,Bac Dan Tranh,182;316;204;182;316,N/A,1,Cents,Vietnam,Vietnam,South East Asia,Vie14,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,"Although not noted as such, these 4 seem like �â��theory�â�� scales; the intervals are too regular, and indentical to small-integer ratio intervals (e.g. 498, 702 and 1200 cents)"
T0351,Dan Ca Dan Tranh,182;98;422;182;316,N/A,1,Cents,Vietnam,Vietnam,South East Asia,Vie14,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,"Although not noted as such, these 4 seem like �â��theory�â�� scales; the intervals are too regular, and indentical to small-integer ratio intervals (e.g. 498, 702 and 1200 cents)"
T0308,Sa Mac Dan Tranh,335;163;204;325;109;64,N/A,1,Cents,Vietnam,Vietnam,South East Asia,Vie14,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,"Although not noted as such, these 4 seem like �â��theory�â�� scales; the intervals are too regular, and indentical to small-integer ratio intervals (e.g. 498, 702 and 1200 cents)"
T0352,Vong Co Dan Tranh,165;207;148;182;165;170;163,N/A,1,Cents,Vietnam,Vietnam,South East Asia,Vie14,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,"Although not noted as such, these 4 seem like �â��theory�â�� scales; the intervals are too regular, and indentical to small-integer ratio intervals (e.g. 498, 702 and 1200 cents)"
T0353,Ochaq,204;204;90;204;204;90;204,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0354,Nawa,204;90;204;204;204;90;204,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0355,Bousilik,90;204;204;90;204;204;204,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0356,Rast,204;180;114;204;180;114;204,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0357,Iraq 1,180;204;114;180;204;114;204,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0358,Iraq 2,180;204;114;180;204;114;180,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0359,Irfahan 1,180;204;114;204;180;114;204,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0360,Irfahan 2,180;204;114;204;180;114;180,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0361,Zirafkend,180;114;204;180;114;90;204;114,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0362,Bouzourk,180;204;114;180;24;204;180;114,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0363,Zenkouleh,204;180;114;180;204;114;204,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0364,Rahawi,180;204;114;180;114;204;204,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0365,Ilhosaini,180;114;204;180;228;90;204,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0366,Ilhidjazi,180;114;204;180;204;114;204,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0367,Shed Araban,100;100;200;100;200;100;200;200,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0368,Araq,350;150;200;150;150;200,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0369,Araq Zemzemy,200;100;200;200;150;150;200,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0370,Rahhat el Arwahh,350;150;200;100;300;100,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0371,Remel,200;150;150;200;150;100;150;100,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0372,Nikriz,200;300;200;150;250;100,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0373,Nishawerk,500;200;200;200;100,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0374,Penjgah,200;150;150;200;150;50;100;100;100,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0375,Sadhkar el muta’arif,200;150;150;200;200;100;200,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0376,Ilhejaskar,200;100;400;150;250;100,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0377,Shawerk of the Egyptians,300;200;200;150;150;200,N/A,1,Cents,Arabic,Many,Middle East,Ara11,,"A. J. Ellis. On the Musical Scales of Various Nations. Journal of the Society of arts, 1885",3,N,Y,N/A
T0378,First,10;8;12;12;10;8;12,N/A,1,72-tet,Byzantine,Many,Western,Byz95,,"Maria Panteli and Hendrik Purwins. A quantitative comparison of chrysanthine theory and performance practice of scale tuning, steps, and prominence of the octoechos in byzantine chant. J. New Music Res., 42(3):205-221, 2013. doi: 10.1080/09298215. 2013.827215",60,N,Y,N/A
T0379,First Plagal,10;8;12;12;10;8;12,N/A,1,72-tet,Byzantine,Many,Western,Byz95,,"Maria Panteli and Hendrik Purwins. A quantitative comparison of chrysanthine theory and performance practice of scale tuning, steps, and prominence of the octoechos in byzantine chant. J. New Music Res., 42(3):205-221, 2013. doi: 10.1080/09298215. 2013.827215",60,N,Y,"Equivalent to �â��First�â��, but added for completeness. The Plagal version starts a fifth lower, and differs in melodic characteristics."
T0380,Second,8;14;8;12;8;14;8,N/A,1,72-tet,Byzantine,Many,Western,Byz95,,"Maria Panteli and Hendrik Purwins. A quantitative comparison of chrysanthine theory and performance practice of scale tuning, steps, and prominence of the octoechos in byzantine chant. J. New Music Res., 42(3):205-221, 2013. doi: 10.1080/09298215. 2013.827215",60,N,Y,N/A
T0381,Second Plagal,6;20;4;12;6;20;4,N/A,1,72-tet,Byzantine,Many,Western,Byz95,,"Maria Panteli and Hendrik Purwins. A quantitative comparison of chrysanthine theory and performance practice of scale tuning, steps, and prominence of the octoechos in byzantine chant. J. New Music Res., 42(3):205-221, 2013. doi: 10.1080/09298215. 2013.827215",60,N,Y,N/A
T0382,Third,12;12;6;12;12;12;6,N/A,1,72-tet,Byzantine,Many,Western,Byz95,,"Maria Panteli and Hendrik Purwins. A quantitative comparison of chrysanthine theory and performance practice of scale tuning, steps, and prominence of the octoechos in byzantine chant. J. New Music Res., 42(3):205-221, 2013. doi: 10.1080/09298215. 2013.827215",60,N,Y,N/A
T0383,Grave,12;12;6;12;12;12;6,N/A,1,72-tet,Byzantine,Many,Western,Byz95,,"Maria Panteli and Hendrik Purwins. A quantitative comparison of chrysanthine theory and performance practice of scale tuning, steps, and prominence of the octoechos in byzantine chant. J. New Music Res., 42(3):205-221, 2013. doi: 10.1080/09298215. 2013.827215",60,N,Y,"Equivalent to �â��Third�â��, but added for completeness. The Plagal version starts a fifth lower, and differs in melodic characteristics."
